year,vin,makename,modelname,color,status
2014,KMHEC4A42EA106209,Hyundai,Sonata Hybrid,Black,S
2014,1C6RR7FTXES155620,Ram,1500,Deep Cherry Red,S
2014,4S4BRBKC8E3285601,Subaru,Outback,Tungsten Metal,T
2003,3GNFK16Z43G267777,Chevrolet,Suburban,Silver,S
2014,2C4RC1CGXER288281,Chrysler,Town & Country,Prp Deep Cherry Red,S
2014,1C4PJLDS4EW221565,Jeep,Cherokee,Pw7 Bright White Cle,S
2014,1C4RJFJM8EC398461,Jeep,Grand Cherokee,Brilliant Black,S
2014,5J6RM4H54EL004670,Honda,Cr-V,Utitan.Grey,S
2013,KMHDH4AEXDU719262,Hyundai,Elantra,Silver,S
2014,5FNYF4H58EB032146,Honda,Pilot,Black,S
2009,19UUA86219A000846,Acura,Tl,Black,S
2014,5NPDH4AE5EH490280,Hyundai,Elantra,Black,S
2014,1C4NJPBA2ED721860,Jeep,Patriot,Ptw Rug Brown,S
2014,1C4RJFCG5EC321800,Jeep,Grand Cherokee,NULL,S
2010,1J4BA5H12AL222369,Jeep,Wrangler Unlimited,Maroon,S
2014,KMHCT5AEXEU161995,Hyundai,Accent,Silver,S
2014,KMHDH4AE0EU122879,Hyundai,Elantra,Black,S
2014,1C3CCBBB6EN185829,Chrysler,200,Px8 Black Clear Coat,S
2006,JTHCK262765006271,Lexus,Is250,Silver,NULL
2013,1C3CDFBA5DD152563,Dodge,Dart,Black,S
2013,4T1BF1FK9DU700390,Toyota,Camry,White,S
2007,JM1NC26F170131520,Mazda,Mx5,NULL,S
2012,4T4BF1FK6CR198605,Toyota,Camry,Silver,S
2012,3N1AB6AP4CL736608,Nissan,Sentra,Black,S
2012,1C4PJLAK6CW194080,Jeep,Liberty,White,S
2014,4T4BF1FK0ER388385,Toyota,Camry,05B2/Creme Brulee Mi,S
2014,5TDYKRFH6ES013659,Toyota,Highlander,01D6/Silver Sky Meta,S
2014,2T3WFREVXEW086714,Toyota,Rav4,08W7/Blue Crush Meta,S
2010,4M2EN4HE4AUJ01836,Mercury,Mountaineer,NULL,S
2006,WBAVT13536KW24069,Bmw,325Xit,X/Gray,S
2014,5FNRL5H65EB071725,Honda,Odyssey,White,S
2014,1HGCR2F33EA154320,Honda,Accord,Modern Steel,S
2014,1C4RJEAG2EC449456,Jeep,Grand Cherokee,Pw7 Bright White Cle,S
2002,3VWCB21C42M440392,Volkswagen,New Beetle,Yellow,S
2013,3N1CN7AP7DL857298,Nissan,Versa,Black,S
2014,1HGCR2F7XEA151451,Honda,Accord,Champ.Gold,S
2005,3GYFK66N05G257313,Cadillac,Escalade Esv,NULL,S
2006,KNDJD733165637837,Kia,Sorento,NULL,S
1997,1B7GL23Y3VS262674,Dodge,Dakota,NULL,S
2013,KNADM4A30D6218347,Kia,Rio,Red,S
2002,1B4GP34332B561393,Dodge,Caravan,NULL,S
2014,1C4RJFAG4EC431126,Jeep,Grand Cherokee,Cherry Red,S
2010,JTDKN3DU3A0114262,Toyota,Prius,Gray,S
2011,2T3BF4DV3BW114867,Toyota,Rav4,Green,S
2011,1B3CB1HA6BD115810,Dodge,Caliber,NULL,S
2012,4T1BF1FK5CU101453,Toyota,Camry,Gray,S
2004,1C3EL65R14N127795,Chrysler,Sebring,Silver,S
2014,1C3CDFEBXED773318,Dodge,Dart,Par Maximum Steel Me,S
2014,2C3CDXCT4EH219180,Dodge,Charger,Prr,S
2014,2C3CDYAG7EH238317,Dodge,Challenger,Pbx Jazz Blue Pearl,S
2003,JHMES16553S002942,Honda,Civic,White,S
2014,3C6UR5PL2EG175221,Ram,2500,Pw7 Bright White Cle,S
2014,1C3CDFAA6ED773104,Dodge,Dart,White,T
2014,3C6RR7KTXEG210631,Ram,1500,Silver,S
2007,1G2ZG58N774205161,Pontiac,G6,White,S
2014,1FM5K8D88EGB10089,Ford,Explorer,White Platinum Met T,S
2014,1FADP3L97EL110256,Ford,Focus,Red,S
2013,19XFB2F82DE018042,Honda,Civic,Gray,S
2003,JA3AJ86E73U098510,Mitsubishi,Lancer,Silver,S
2007,4T1BB46KX7U010505,Toyota,Camry Hybrid,Green,S
2014,3C63RRNL4EG220875,Ram,3500,Pw7 Bright White Cle,S
2008,2A8HR44H28R696483,Chrysler,Town & Country,Red,S
2003,2HKYF18533H558990,Honda,Pilot,Blue,S
2003,5N1ED28Y83C669468,Nissan,Xterra,Black,S
2010,1C3CC5FD3AN190803,Chrysler,Sebring,NULL,S
2010,2T3JK4DVXAW028946,Toyota,Rav4,Red,S
2004,1GNEK13Z14R317231,Chevrolet,Tahoe,White,S
2008,JTHCK262X85019616,Lexus,Is250,Black,NULL
2005,2C3JA43R35H672662,Chrysler,300,Black,S
2013,KMHTC6AE2DU127120,Hyundai,Veloster,Orange,S
2012,KMHHT6KD0CU076808,Hyundai,Genesis Coupe,Blk,S
2007,1B3HB48B97D526481,Dodge,Caliber,Red,S
2012,1FAHP3M23CL374946,Ford,Focus,White,S
2007,1B3HB28C47D132948,Dodge,Caliber,NULL,S
2012,3C6UD5CL1CG139439,Dodge,Ram 2500,NULL,S
2012,1G1ZC5EU5CF326961,Chevrolet,Malibu,NULL,S
2013,4S4BRBCCXD3312052,Subaru,Outback,Caramel Bronze,S
2014,1C6RR7FTXES143368,Ram,1500,Cherry Red,S
2010,1FMCU9DG7AKD00830,Ford,Escape,Blue,S
2013,4S4BRBKC0D3315463,Subaru,Outback,Venetian Red,S
2013,4S4BRBKC6D3287104,Subaru,Outback,Graphite,S
2013,4S4BRCKCXD3320093,Subaru,Outback,Caramel Bronze,S
2013,4S4BRBCCXD3309751,Subaru,Outback,Satin White,S
2013,4S4BRBCC7D3312509,Subaru,Outback,Venetian Red,S
2006,1ZVFT80NX65133224,Ford,Mustang,Performance Whi,S
2009,2T1KU40E09C071749,Toyota,Matrix,NULL,S
2010,3FAHP0HG9AR301096,Ford,Fusion,White,S
2012,JTDBT4K34CL016218,Toyota,Yaris,Black,S
2006,2G2WP552061126678,Pontiac,Grand Prix,NULL,S
2014,1C4NJPBAXED757733,Jeep,Patriot,Par Maximum Steel Me,S
2014,1C4NJPBA1ED754848,Jeep,Patriot,Pau Granite Crystal,S
2008,5N1AN08U18C526169,Nissan,Xterra,Gray,S
2004,1N6AA07B74N583715,Nissan,Titan,Black,S
2012,KNAFU4A24C5563353,Kia,Forte,Dk Gray,S
2013,1N4AL3AP4DC278662,Nissan,Altima,Silver,S
1997,1P4GP44R4VB381093,Plymouth,Voyager,White,S
1999,1N6DD26S7XC311456,Nissan,Frontier,White,S
2014,1C4RDHAG4EC428021,Dodge,Durango,Prp Deep Cherry Red,S
2011,JHMGE8H53BC024596,Honda,Fit,White,S
2014,1C6RR7FT1ES143386,Ram,1500,Flame Red,S
2014,1C6RR7KT3ES155688,Ram,1500,Black,S
2001,1GTHK23U51F110774,Gmc,Sierra 2500,NULL,S
2012,1FTFW1R65CFC57971,Ford,F150,Blue,S
2008,2G1WD58C489168146,Chevrolet,Impala,Red,S
2013,2T1BU4EE1DC921101,Toyota,Corolla,Black,S
2007,JN8AZ08W17W619477,Nissan,Murano,Black,S
2003,1G8JW54R83Y509990,Saturn,L300,Red,S
1996,1B7GL23X2TS567443,Dodge,Dakota,NULL,S
2006,WVWAK73C56E054712,Volkswagen,Passat,Silver,S
2010,JTKDE3B72A0308974,Toyota,Scion Tc,Plum,S
1996,3GKGK26J6TG514010,Gmc,Suburban,Brown,S
2008,2G1WT58N281304289,Chevrolet,Impala,Silver,S
2005,1G2ZH528454131310,Pontiac,G6,NULL,S
2014,1C3CDZABXEN203367,Dodge,Avenger,Pcl Blue Streak Pear,S
2013,3C4PDCBB4DT723555,Dodge,Journey,White,S
2013,1C3CDFBAXDD322836,Dodge,Dart,White,S
2005,2GCEC13T751385254,Chevrolet,Silverado 1500,NULL,S
2007,1J4FA54157L164290,Jeep,Wrangler,Maroon,S
2013,4S3BMCC63D3009097,Subaru,Legacy,Silver,S
2012,3N1AB6AP8CL621932,Nissan,Sentra,White,NULL
2014,1C3CDFAA2ED704541,Dodge,Dart,Px8 Pitch Black Clea,S
2006,KNAGE124965067131,Kia,Optima,Black,S
2012,KMHEC4A44CA023670,Hyundai,Sonata Hybrid,Blue,S
2010,KMHHT6KD6AU042143,Hyundai,Genesis Coupe,Blue,S
2011,1D7RE3GKXBS580906,Dodge,Dakota,Red,S
2014,1C3CDFAA2ED773102,Dodge,Dart,White,T
2014,2C3CDYBT6EH177232,Dodge,Challenger,NULL,S
2012,1C6RD6FT0CS170357,Dodge,Ram 1500,Gray,S
2011,1GKS1EEF8BR385956,Gmc,Yukon,NULL,S
2013,1FADP3F25DL107921,Ford,Focus,Gray,S
2006,1D4HD38KX6F143920,Dodge,Durango,NULL,S
1994,JT2EL43S0R0418470,Toyota,Tercel,Red,S
2010,1FTFW1EV4AKE55068,Ford,F150,Blue,S
2009,4T1BB46K09U072708,Toyota,Camry Hybrid,Silver,S
2014,KNDJX3A56E7051805,Kia,Soul,Shadow Black,S
2010,5NMSGDAB1AH357216,Hyundai,Santa Fe,Silver,S
2006,1NXBR32E06Z655703,Toyota,Corolla,Gold,S
2003,2HKYF18453H544192,Honda,Pilot,Gold,S
2014,1C4PJMAB2EW227424,Jeep,Cherokee,Prp Deep Cherry Red,S
2002,3N1CB51D52L675339,Nissan,Sentra Coupe,Red,S
2013,1FAHP2F82DG195772,Ford,Taurus,Silver,S
2013,1FM5K8D88DGA80817,Ford,Explorer,NULL,S
2012,JTLZE4FE0CJ005298,Toyota,Scion Xb,Orange,S
2003,1FMZU85W03ZB10680,Ford,Explorer,White,S
2003,1FAFP55273G232268,Ford,Taurus,White,S
2008,5FNRL38698B062793,Honda,Odyssey,Gray,S
2008,1FMCU59H18KA17098,Ford,Escape Hybrid,White,S
2014,1C6RR7FT1ES143369,Ram,1500,Cherry Red,S
2014,1C6RR7FT4ES143334,Ram,1500,Silver,S
2003,1B3AS56C13D255414,Dodge,Neon,Silver,S
2014,3TMLU4EN6EM148977,Toyota,Tacoma,01G3/Magnetic Gray M,T
2008,3VWRF31Y18M409898,Volkswagen,Beatle,NULL,S
2014,5XYKTCA64EG434878,Kia,Sorento,Black,S
2014,5NPEB4AC2EH871444,Hyundai,Sonata,Blue,S
2006,1D4HB48N06F182036,Dodge,Durango,NULL,S
2011,1G1ZC5E12BF273981,Chevrolet,Malibu,Silver,S
2012,3C3CFFBR3CT313453,Fiat,500,Red,S
2012,3N1AB6AP3CL715698,Nissan,Sentra,Red,S
2011,3N1AB6AP3BL698531,Nissan,Sentra,White,S
2011,3GCPKSE30BG264471,Chevrolet,Silverado 1500,Gray,S
2008,5TELU42NX8Z539531,Toyota,Tacoma,Silver,S
2004,1G2NE52F04M627919,Pontiac,Grandam,NULL,S
2010,5NPEU4AF7AH611345,Hyundai,Sonata,Blue,S
2010,1G2ZA5EK0A4164908,Pontiac,G6,Silver,S
2008,5NPET46F88H393700,Hyundai,Sonata,NULL,S
2014,3GCUKSEC1EG378311,Chevrolet,Silverado 1500,Gba Black,S
2014,1C3CDFBB6ED697469,Dodge,Dart,Par Maximum Steel Me,S
2014,1C3CDFBB8ED697473,Dodge,Dart,Par Maximum Steel Me,S
2011,5NPDH4AEXBH043052,Hyundai,Elantra,White,S
2004,4M2DU86W74ZJ00186,Mercury,Mountaineer,White,S
2002,JF1GD67582G509051,Subaru,Impreza,White,S
2004,WP1AB29P34LA68600,Porsche,Cayenne,Bronze,NULL
2008,2C3KA43R38H126226,Chrysler,300,Silver,S
2014,1C6RR7FT6ES143383,Ram,1500,Flame Red,S
2013,JTJBM7FX0D5063017,Lexus,Gx460,01H3/Knight'S_Armor_,S
2010,WVWMP7AN8AE537624,Volkswagen,Passat Cc,X/Black,S
2004,1GMDX03E24D107145,Pontiac,Montana,X/Blue,S
2011,1FT7W2BT4BED12473,Ford,F250,White,NULL
2011,1J4PN2GK4BW595660,Jeep,Liberty,White,S
2010,JF1GE6B65AH509661,Subaru,Impreza,Orange,S
2000,1J4FA59S3YP744214,Jeep,Wrangler,Green,S
2012,JTEBU4BF0CK130659,Toyota,Fj Cruiser,Red,S
2005,1GNDT13SX52251770,Chevrolet,Trailblazer,Green,S
2013,3N1CN7AP5DL872012,Nissan,Versa,Red,S
2014,1C3CDFBB2ED672102,Dodge,Dart,Pw7 Bright White Cle,S
2014,1C3CDFBB8ED672105,Dodge,Dart,Px8 Pitch Black Clea,S
2014,1C3CDFBBXED672106,Dodge,Dart,Prm Redline 2 Coat P,S
2008,JTEES42A082092803,Toyota,Highlander,NULL,NULL
2007,WAUHF78P37A090001,Audi,A3 2.0T,White,NULL
1994,1G4CW52L6RH620989,Buick,Park Avenue,Blue,S
2014,1C3CDZAB4EN190292,Dodge,Avenger,Granite,T
2003,5TEWM72N43Z290330,Toyota,Tacoma,Silver,S
2008,3D7KS29A48G133416,Dodge,Ram 2500,Gray,S
2014,1C3CDFBB5ED697480,Dodge,Dart,Par Maximum Steel Me,S
2006,WBXPA93416WG81327,Bmw,X3 3.0I,Black Saphire,S
2014,1C6RR7FT5ES143357,Ram,1500,White,S
2014,1C4BJWCG4EL218367,Jeep,Wrangler,Pau Granite Crystal,S
2009,JTMBK32VX95079447,Toyota,Rav4,Silver,S
2014,1C4AJWAG1EL106219,Jeep,Wrangler,Blue,S
2013,JTDKTUD34DD561411,Toyota,Yaris,Blue,S
2010,1NXBU4EE9AZ187012,Toyota,Corolla,Green,S
2014,2T3DFREV1EW135919,Toyota,Rav4,Gray,S
2008,2GTEK638381283269,Gmc,Sierra 1500,Black,S
2000,JT2BG28K5Y0513870,Toyota,Camry,Gold,S
2011,JA4AS3AW9BU028128,Mitsubishi,Outlander,White,S
2013,1G1PG5SB7D7328608,Chevrolet,Cruze,Red,S
2013,3GNAL3EK0DS618254,Chevrolet,Captiva,Silver,S
2012,1G1PC5SH9C7188690,Chevrolet,Cruze,Blue,S
2013,1GKS2KE75DR350590,Gmc,Yukon Xl,Red,S
2012,KNAFU4A27C5559099,Kia,Forte,White,S
2010,KNDJT2A29A7103675,Kia,Soul,Gray,S
2008,WDDGF54X48F129018,Mercedes Benz,C300W,Black,S
2012,5YFBU4EE6CP010177,Toyota,Corolla,Red,S
2013,KMHDH4AE2DU622203,Hyundai,Elantra,Silver,S
2007,5FNRL38827B099300,Honda,Odyssey,Silver,NULL
2011,JHMGE8H37BC006987,Honda,Fit,Silver,NULL
2009,4T3ZE11A49U005409,Toyota,Venza,Green,NULL
2011,JHLRE4H71BC010669,Honda,Cr-V,White,NULL
2013,KNADM4A37D6123980,Kia,Rio,Red,NULL
2012,5FNYF4H59CB015210,Honda,Pilot,Gray,NULL
2009,JN8AS58V89W441384,Nissan,Rogue,White,NULL
2011,1HGCP3F87BA017674,Honda,Accord,Silver,NULL
2012,2HGFB2F59CH589957,Honda,Civic,Silver,NULL
2012,2HGFG4A53CH701060,Honda,Civic,Black,NULL
2010,3N1BC1AP8AL372162,Nissan,Versa,Red,NULL
2009,JTLKE50E691085912,Used,Xb,NULL,NULL
2014,1C3CDFAA0ED697475,Dodge,Dart,Psc Billet Silver Me,S
2014,1C3CDFAA4ED697477,Dodge,Dart,Px8 Pitch Black Clea,S
2012,JF2SHBAC0CH421973,Subaru,Forester,Silver,S
2014,1C4BJWCG2EL218366,Jeep,Wrangler,Pr4 Flame Red Clear,S
2014,1C4BJWDG8EL173965,Jeep,Wrangler Unlimited,Psc Billet Silver Me,S
2014,1C4PJMCS8EW218885,Jeep,Cherokee,Pw7 Bright White Cle,S
2014,3C4PDCAB4ET214049,Dodge,Journey,White,S
2014,KM8JT3AF6EU850906,Hyundai,Tucson,Shadow_Gray,S
2011,1FTFW1EF0BFD30328,Ford,F150,Red,NULL
2013,1FMCU9J9XDUC49399,Ford,Escape,Black,S
2014,1C6RR7FT0ES108824,Ram,1500,White,S
2011,2T3DK4DV7BW044259,Toyota,Rav4,White,S
2011,2T3DK4DV0BW045768,Toyota,Rav4,Black,S
2011,JTEBU5JR4B5053440,Toyota,4Run,Black,S
2013,5TDZA3EH8DS033321,Toyota,High,Black,S
2012,4T1BK1FK2CU511316,Toyota,Camry,0218/Black,S
2006,4T1BE32K86U134388,Toyota,Camry,Silver,S
2012,JS2YB5A32C6304036,Suzuki,Sx4,Orange,S
2013,3TMLU4EN5DM107593,Toyota,Tacoma,01E7/Silver Streak M,S
2014,1HGCR3F84EA022863,Honda,Accord,Be/Champagne Frost,S
2014,2C4RC1BG0ER286248,Chrysler,Town & Country,Pfs Cashmere / Sands,S
2009,1J4GA69109L744293,Jeep,Wrangler,White,S
2005,KNDUP132556722360,Kia,Sedona,Red,S
2014,2C3CDXBG7EH230291,Dodge,Charger,Pitch Black,S
2011,1FTFW1CF1BFA42577,Ford,F150,NULL,S
2014,KNDJP3A58E7022175,Kia,Soul,Clear White,S
2011,KNAFW4A31B5385211,Kia,Forte,Silver,S
2014,1C3CDZAB8EN139023,Dodge,Avenger,White,S
2008,JTHCK262085017616,Lexus,Is250,X/Maroon,S
2014,1C6RR7FG1ES123688,Ram,1500,Cherry Red,S
2014,1C6RR7FT8ES143353,Ram,1500,White,S
2004,2HGES163X4H568928,Honda,Civic,X/Blue,S
2012,1C6RD7GP1CS194450,Dodge,Ram 1500,Silver,S
2013,2C4RC1BG1DR793383,Chrysler,Town & Country,Silver,NULL
2014,1C4PJLAB5EW212572,Jeep,Cherokee,True Blue,S
2012,1C6RD7LT2CS347047,Dodge,Ram 1500,Blue,S
2003,JA3AJ86E43U037602,Mitsubishi,Lancer,Yellow,S
2014,3C4PDCABXET166492,Dodge,Journey,Pearl White,S
2011,2T3BF4DV1BW087586,Toyota,Rav4,Green,S
2012,3TMJU4GN9CM126554,Toyota,Tacoma,Grey,S
2011,1J4PN2GK1BW579514,Jeep,Liberty,Silver,S
2010,5TFUW5F12AX107654,Toyota,Tundra,Silver,S
2012,JTDKN3DU9C5509715,Toyota,Prius,Black,S
2012,5TFHW5F19CX250587,Toyota,Tundra,Silver,S
2011,5TFDW5F17BX186918,Toyota,Tundra,White,S
2014,3C4PDCBB6ET100889,Dodge,Journey,Pw3 White,S
2011,2T3DK4DV7BW056590,Toyota,Rav4,Brown,S
2012,3FADP4EJ1CM146047,Ford,Fiesta,Gray,S
2011,1GNKRGED0BJ124065,Chevrolet,Traverse,Maroon,S
2012,JTDBT4K30C1413937,Toyota,Yaris,White,S
2012,JHLRM4H7XCC027300,Honda,Cr-V,Blue,S
2008,3D7KS19D58G103359,Dodge,Ram,White,S
2008,5GAER13738J105150,Buick,Enclave,Platinum Metall,S
2011,1GC1KYE80BF149147,Chevrolet,Silverado 2500,Black,S
2013,1GC4K1E82DF244154,Chevrolet,Silverado 3500,Black,S
2006,2D4GP44L66R602330,Dodge,Grand Caravan,White,S
2010,JM1BL1H62A1248244,Mazda,Mazda 3,Blue,S
2013,KMHTC6AE8DU128546,Hyundai,Veloster,Silver,S
2013,1GNSKJE77DR330306,Chevrolet,Suburban 4Wd,Black,S
2007,JTEBU11F270033402,Toyota,Fj Cruiser,Blue,S
2010,1J4PN2GK4AW109363,Jeep,Liberty,White,S
2011,JN8AF5MV2BT024389,Nissan,Juke,White,S
2009,2T1KE40E39C004883,Toyota,Matrix,Grey,S
2014,1C4PJMCB8EW220670,Jeep,Cherokee,Black,S
2014,1C4RJFBG8EC430978,Jeep,Grand Cherokee,Silver,T
2011,5NPEB4AC5BH064296,Hyundai,Sonata,Red,S
2014,3VW4T7AJ5EM263269,Volkswagen,Jetta,Black Pearl,S
2014,2C3CDYBT7EH209928,Dodge,Challenger,Blue,T
2014,3C6UR5CL3EG195872,Ram,2500,Granite,T
2014,3C6JR6AT0EG228564,Ram,1500,Black,T
2009,1D3HV13T19S817714,Dodge,Ram 1500,White,NULL
2008,2CNDL63F386315059,Chevrolet,Equinox,Granite Gray,S
2008,1GNFK130X8R217656,Chevrolet,Tahoe,X/Black,S
2012,1C4RJFAG4CC323506,Jeep,Grand Cherokee,Black,S
2014,1C4RJFCG2EC362398,Jeep,Grand Cherokee,White,S
2014,1C6RR7FT7ES138094,Ram,1500,White,S
2014,1C6RR7FT1ES143372,Ram,1500,Cherry Erd,S
2014,1C6RR7FT8ES143336,Ram,1500,Silver,S
1993,1FTEF14N5PLA58727,Ford,F150,White,NULL
2014,1C4RJFCG2EC437505,Jeep,Grand Cherokee,Pau Granite Crystal,S
2014,1C4RJEAGXEC442514,Jeep,Grand Cherokee,Pau Granite Crystal,S
2014,1C6RR7FTXES143337,Ram,1500,Silver,S
2007,2C3LA43R27H869060,Chrysler,300,NULL,S
2008,1FAHP35N38W213074,Ford,Focus,NULL,S
2011,1FTKR1AD3BPB10184,Ford,Ranger,Black,S
2008,5TFBV54178X037902,Toyota,Tundra,Silver,NULL
2004,WMWRC33494TJ63178,Mini,Cooper,Red,NULL
2012,2T2BK1BA7CC126845,Lexus,Rx350,X/Grey,S
2009,1NXBE40E99Z004630,Toyota,Corolla,Red,S
2014,3TMMU4FN4EM067205,Toyota,Tacoma,01G3/Magnetic Gray M,S
2002,1J8GL58K22W329705,Jeep,Liberty,NULL,S
1999,JT3HT05J3X0071655,Toyota,Land Cruiser,White,S
2014,2C3CDYAG1EH213185,Dodge,Challenger,Torred Paint,S
2007,JTNBB46K073002533,Toyota,Camry Hybrid,Blue,S
2012,2C4RDGCG9CR274370,Dodge,Grand Caravan,Silver,S
2012,2C3CCAAG5CH195927,Chrysler,300,Silver,S
2013,2C4RC1GG9DR664705,Chrysler,Tc,Blue,S
2012,1C4AJWAG4CL101805,Jeep,Wrangler,White,S
2012,1C4HJWEG6CL127377,Jeep,Wrangler,Red,S
2001,2B8GP74L31R302375,Dodge,Grand Caravan,Red,S
2009,5NPET46C59H489601,Hyundai,Sonata,Gray,S
2010,3VWJZ7AJ7AM067796,Volkswagen,Jetta,Silver,S
2008,1YVHP80C985M45319,Mazda,Mazda 6,Red,S
2010,KNAFU4A25A5220984,Kia,Forte,Red,S
2012,1G1PF5SC4C7120955,Chevrolet,Cruze,Black,S
2010,1B3CC4FB5AN193871,Dodge,Avenger,Black,S
2011,1D7RB1GK3BS541510,Dodge,Ram 1500,Red,S
2000,1G2WP52K3YF274033,Pontiac,Grand Prix,Red,S
2008,1B3LC46R08N272792,Dodge,Avenger,White,S
2010,1HGCS1B7XAA009809,Honda,Accord,Blue,NULL
2011,1HGCP2F31BA131393,Honda,Accord,Silver,NULL
2014,2C3CCAKG3EH223175,Chrysler,300,Granite Crystal,S
2014,3C6UR5DL8EG155723,Ram,2500,Bright White,S
2007,2GCEK13M371645647,Chevrolet,Silverado 1500,Light Blue,S
2011,5J6RE3H38BL036006,Honda,Cr-V,Silver,S
2013,1C4BJWDG1DL627195,Jeep,Wrangler Unlimited,Dune,S
2014,1C6RR7FT9ES138095,Ram,1500,Flame Red,S
2014,1C6RR7FT3ES138092,Ram,1500,Cherry Red,S
2014,4T4BF1FK8ER387906,Toyota,Camry,01F7/Classic Silver,S
2014,1C6RR7MTXES268597,Ram,1500,Cherry Red,T
2014,1C6RR7FT1ES143355,Ram,1500,White,S
2014,2C3CCABT8EH125904,Chrysler,300,Px8 Gloss Black,S
2014,4T4BF1FK5ER389046,Toyota,Camry,01F7/Classic Silver,S
2014,1C6RR7LT1ES266366,Ram,1500,Blue,S
2014,3C6JR6AT2EG228565,Ram,1500,Silver,T
2014,3C63RRHL9EG228059,Ram,3500,Granite,T
2014,2T3BFREVXEW146523,Toyota,Rav4,01F7/Classic Silver,S
2014,5TDJKRFH4ES022569,Toyota,Highlander,01D6/Silver Sky Meta,S
2014,5TDKKRFHXES014173,Toyota,Highlander,08V5/Shoreline Blue,S
2014,5TFDW5F17EX371247,Toyota,Tundra,0040/Super White,S
2014,5TFDW5F14EX371822,Toyota,Tundra,01D6/Silver Sky Meta,S
2013,1GNSKJE74DR321336,Chevrolet,Silverado,Black,S
2012,5TDKK3DC4CS245605,Toyota,Sienna,Grey,S
2010,2T2BK1BA2AC003435,Lexus,Rx350,Gold,S
2013,2T1BU4EE8DC995003,Toyota,Corolla,Silver,S
2008,4S4BP61C987346305,Subaru,Legacy Outback,Blue,S
2013,3FA6P0PU1DR282403,Ford,Fusion,Red,S
2013,JTDZN3EU4D3282914,Toyota,Prius,01F7/Classic Silver,S
2014,4T1BD1FKXEU098297,Toyota,Camry,01H2/Cosmic Gray Mic,S
2006,1FMEU65806ZA25234,Ford,Explorer,White,NULL
2013,2G1WG5E36D1260900,Chevrolet,Impala,White,NULL
2007,1GKFK66817J396369,Gmc,Yukon Xl,Gold,S
2005,4F2YZ961X5KM26920,Mazda,Tribute,Silver,S
2014,5NPEB4ACXEH822489,Hyundai,Sonata,Black,S
2014,3C7WRNFL2EG156027,Ram,5500,White,S
2014,3C7WRNCL1EG166830,Ram,5500,White,S
2014,3C7WRNFL1EG210109,Ram,5500,Silver,S
2014,3C63RRGL1EG198430,Ram,3500,White,S
2014,1C4RJFBM3EC407257,Jeep,Grand Cherokee,Black,S
2014,3C4PDDAG9ET206174,Dodge,Journey,Gray,S
2014,1C4PJMAB6EW211033,Jeep,Cherokee,Silver,S
2010,1J4RG4GK6AC132076,Jeep,Commander,NULL,S
2011,1G4GC5GD6BF380632,Buick,Lacrosse,Bronze,NULL
2013,2FMDK4KC6DBB38832,Ford,Edge,White,S
2009,1G1AT58HX97157941,Chevrolet,Cobalt,White,S
2009,JTHCK262995034769,Lexus,Is250,X/Gray,S
2004,WBAEU33454PR08111,Bmw,325Xi,Silver,S
2012,3N1BC1CP0CK265015,Nissan,Versa,Gray,S
2013,4T1BF1FK5DU699741,Toyota,Camry,Red,S
2014,1C6RR7LT7ES201294,Ram,1500,True Blue,S
2014,1C6RR7GG5ES223940,Ram,1500,Flame Red,S
2014,1C6RR7TT8ES266364,Ram,1500,White,S
2014,1C6RR7LTXES234581,Ram,1500,Silver,S
2014,1C6RR7LT3ES266367,Ram,1500,White,S
2014,1C6RR7LT4ES231983,Ram,1500,White,S
2014,1C6RR7LT1ES207575,Ram,1500,Flame Red,S
2014,1C6RR7LT6ES253905,Ram,1500,Black,S
2014,2HKRM4H71EH655363,Honda,Cr-V,Black,S
2014,19XFB2F58EE022197,Honda,Civic,Gray,S
2013,KNDJT2A69D7507891,Kia,Soul,Red,S
2014,2T3YFREV2EW086697,Toyota,Rav4,08V5/Shoreline Blue,S
2014,5TFHW5F15EX370650,Toyota,Tundra,03L5/Radiant Red,S
2014,5TFTX4CN3EX042474,Toyota,Tacoma,01G3/Magnetic Gray M,S
2012,1C6RD7KT7CS107798,Dodge,Ram 1500,Silver.,NULL
2014,19XFB2F96EE018376,Honda,Civic,Gray,G
2011,JTHCE1KS9B0028934,Lexus,Gs350,X/Gray,S
1998,1B7KF2369WJ221201,Dodge,Ram 2500,Green,S
2007,1N6AD07U67C412592,Nissan,Frontier,Black,NULL
2011,JTEBU5JR7B5050709,Toyota,4Run,White,NULL
2014,1C6RR7VT1ES289563,Dodge,Ram 1500,3,O
2014,5NPEC4ACXEH826832,Hyundai,Sonata,Blue,S
2014,5NPEB4AC4EH831527,Hyundai,Sonata,Radiant_Silver,S
2014,5NPEC4AC3EH849854,Hyundai,Sonata,Gray,S
2014,5NPEB4AC5EH879666,Hyundai,Sonata,Desert_Bronze,S
2014,5NPEB4AC9EH879797,Hyundai,Sonata,Silver_Blue,S
2012,JTMBF4DV6C5055631,Toyota,Rav4,NULL,S
2013,1N6AD0EV5DN762226,Nissan,Frontier,Brilliant Silve,S
2014,3C6UR5KL9EG106730,Ram,2500,Max Steel,S
2014,3C6UR5KL2EG106732,Ram,2500,True Blue,S
2014,3C6UR5KL0EG106731,Ram,2500,Brown,S
2014,3C6UR5LL0EG106713,Ram,2500,Cherry Red,S
2014,3C6UR5PL9EG113752,Ram,2500,Black,S
